mf_0,mf_1,mf_2,mf_3,mf_4,mf_5,mf_6,mf_7,mf_8,mf_9,mf_10,mf_11,mf_12,mf_13,mf_14,measure
6.4921217,1.5114443,4.5302596,4.5397377,0.6853898,4.603521,4.9688706,5.0540066,4.778597,5.9841413,4.398252,4.6753416,3.8305802,2.7917295,3.7758107,MCR
-1.4871773,4.023415,-0.7025366,5.3915205,1.7233305,6.7073946,4.2010055,5.778387,5.66595,5.8071694,5.0013304,4.872337,4.818277,2.354473,4.237233,SYM
2.51279,-1.104202,4.089655,8.580015,1.8266736,3.6741633,5.8012905,6.3848543,4.3597584,6.6702995,4.747445,4.9921594,3.320247,2.794841,3.6595695,MCR
-1.5326324,5.5019646,-1.2395723,3.98967,0.9758852,6.0059385,3.0844426,5.9721546,5.693703,5.924009,4.89851,5.63928,4.489029,2.649003,4.0441713,MCR
5.1556454,1.0799228,4.395164,5.0731645,0.7656296,4.333229,4.820209,5.1896515,4.996508,6.293233,4.5001874,4.992047,3.5470414,2.6022027,4.0939636,SYM
12.2990055,7.299422,1.0770408,7.3465962,0.1244469,4.8882346,4.3810954,5.0295854,4.0537734,5.8922043,3.67047,4.429385,4.5447288,2.7763956,3.3853638,SYM
-0.629244,7.273612,7.935562,8.089707,1.4531939,6.787701,2.8385012,5.6822686,3.235327,6.592803,5.458895,4.891632,5.6704636,2.8681161,4.0494967,MCR
-1.8920954,6.709444,-0.82994145,3.5262628,0.8849741,5.013727,3.49245,6.0960846,5.664135,6.0294085,4.9418206,5.6353188,4.070724,2.5668538,4.0516324,MCR
-1.634494,9.134335,2.2225604,3.2579048,0.38173127,2.3399086,5.6003647,5.8486238,5.2348824,6.2908883,4.7763734,5.4601703,2.9953368,2.9253983,3.920268,MCR
-1.6674858,6.2588596,-0.91191757,3.5740404,0.8999452,5.329832,3.2879634,6.012562,5.6668987,5.9978704,4.9168973,5.617094,4.270903,2.614695,4.060708,SYM
-1.76077,8.96246,1.0801226,2.8929596,0.256422,2.822208,5.4219456,5.986469,5.417965,6.282636,4.5513124,5.7663603,2.9347305,2.8269665,3.9821043,MCR
4.148112,-0.14323188,4.851255,6.399531,0.9246143,3.715906,4.8035583,5.300732,4.786302,6.155689,4.7517915,4.5863647,3.3897223,2.9215283,4.0056763,MCR
-1.439365,9.463946,4.4683943,3.902358,0.40737954,2.8176003,5.4092317,5.9023323,5.0762825,6.389608,5.0688057,5.2517347,3.2581816,3.0458496,3.8953907,MCR
11.797869,6.2717223,1.6162647,6.703183,0.19536932,4.262843,4.619149,5.4988184,4.324838,6.4627523,4.073333,4.1572547,4.526183,3.0006251,3.8862982,BR
0.09073163,1.5359569,1.080263,8.613491,2.387276,6.008998,6.833357,6.7397523,4.3680058,6.61834,4.542005,5.38842,3.6291277,2.771903,4.6831284,BR
-1.9627128,7.18791,-0.028742036,3.5752702,1.0027078,4.5282145,4.105139,5.86409,5.782252,6.2443995,4.7988033,5.6167226,3.8430803,2.5752609,4.0770307,SYM
1.8403666,-0.4537599,3.0416162,8.448052,1.9668372,4.3217645,6.2207837,6.343211,4.3522286,6.5949187,4.6056867,5.188609,3.308013,2.7197435,3.804351,MCR
2.9357953,-1.1753247,4.610648,8.0070915,1.5060396,3.474669,5.3674016,5.9338436,4.5105233,6.4064703,4.6846642,4.6961536,3.413587,2.9444878,3.6469774,BR
6.746533,1.3870488,4.8394995,4.4726796,0.70163876,4.564599,5.089257,5.238333,4.824755,5.984344,4.517894,4.694594,4.002788,2.8274581,3.9248378,MCR
3.4249797,-1.2762988,5.122263,7.57712,1.1949608,3.1992748,5.003118,5.6022797,4.48354,6.2009544,4.755435,4.3431087,3.3908782,3.129752,3.6112006,MCR
-1.7570145,9.07758,1.4205545,3.015836,0.3573488,2.56347,5.4313684,5.879556,5.2848215,6.208205,4.720011,5.576195,3.0055327,2.8613968,3.9134474,MCR
3.3554835,-1.3632742,5.033954,7.5806255,1.2307342,3.1968884,4.9708242,5.6008224,4.431326,6.1294923,4.848759,4.3730865,3.3044674,3.1227303,3.6502213,SYM
8.027768,2.1715631,4.5604205,4.490667,0.6127742,4.365047,4.8101344,5.127968,4.6626673,5.8576527,4.238434,4.6237073,4.2369075,2.9873464,3.5286932,BR
2.221363,-0.60771555,3.4844086,7.832163,1.6233959,4.0080814,5.5462785,5.9289813,4.579921,6.41415,4.6101303,4.964069,3.4986107,2.852475,3.7214344,MCR
0.64400375,3.1309872,2.1095684,6.252479,1.4273934,5.0851827,5.0910187,5.9485226,4.8759975,6.2564445,4.8112693,5.2565174,3.8322613,2.7804213,3.9476717,BR
3.7186847,1.7269685,3.643854,5.6806307,1.096948,4.6970835,4.8307557,5.499338,4.906008,6.2148314,4.5657234,4.998401,3.851417,2.6743927,3.8997629,SYM
3.933737,1.5990684,3.7999604,5.623007,1.0100918,4.562586,4.9024677,5.4048557,4.8803997,6.282129,4.6038537,5.011671,3.7302887,2.73406,3.9967747,SYM
-1.9188513,6.9549875,-0.6107543,3.2722738,0.9355001,4.8520317,3.5907447,5.944332,5.747746,6.1293554,4.7524676,5.689061,4.057603,2.673575,4.0805483,BR
12.323827,7.362432,1.0823131,7.3590994,0.10192667,4.897893,4.3504996,5.0200744,4.076667,5.86639,3.6618302,4.4418426,4.5736327,2.8029938,3.4000278,SYM
4.444358,0.6353839,4.4707537,5.720259,0.9232891,4.1378517,4.8307443,5.341477,4.928835,6.2756615,4.648473,4.883046,3.4928434,2.725868,4.107239,MCR
-1.7400748,6.4010077,-0.8679089,3.5344572,0.89740986,5.2280393,3.3413134,6.0233326,5.667893,6.017026,4.9222445,5.615301,4.2106743,2.600919,4.0620737,MCR
8.420156,2.6099017,4.4138455,4.4642076,0.69876623,4.5663905,4.787838,4.874965,4.5966144,5.8066416,4.3224688,4.301633,4.115647,2.8372548,3.471572,MCR
1.1827444,0.5876283,2.1951892,8.060335,1.8861207,4.9487634,5.899129,6.1767445,4.575181,6.452096,4.545648,5.1572547,3.5864923,2.8357708,3.9690583,SYM
7.7693033,1.9025686,4.7453027,4.394126,0.62544256,4.4179087,4.908195,5.17093,4.714511,5.8612995,4.347102,4.6504803,4.237518,2.966316,3.6572328,BR
3.4452593,1.9469432,3.4439023,5.6628118,1.1486554,4.8723893,4.833339,5.5570555,4.9009347,6.1797495,4.539502,5.0021276,3.9910815,2.6561537,3.8312113,BR
1.3759948,0.8499806,2.3024442,7.650894,1.8234937,4.9960465,5.7228894,6.107506,4.586722,6.4201775,4.4946165,5.115336,3.5650723,2.8257093,3.9996762,MCR
2.0703387,-0.5677546,3.301115,8.240091,1.812646,4.1427226,5.94731,6.185113,4.4506116,6.5410457,4.6203084,5.094948,3.365749,2.7527752,3.7368624,BR
1.9259951,-0.5220549,3.1503747,8.3947315,1.9246635,4.242186,6.1438537,6.303842,4.3770657,6.584502,4.613555,5.163842,3.320276,2.7256603,3.773715,MCR
4.4309225,0.797585,4.387223,5.4784346,0.92907315,4.217194,4.793947,5.3590717,5.0136557,6.3675017,4.6304717,5.020953,3.4853122,2.6179645,4.214839,MCR
-1.742123,6.759235,0.54263633,4.1012855,0.9465829,4.7757864,4.4716234,5.6185584,5.944183,6.485877,4.9107447,5.7054725,3.7408175,2.4031005,3.9669778,MCR
7.1670356,1.3575958,5.0985484,4.229881,0.6532378,4.5375676,5.2174997,5.345559,4.8741455,5.935548,4.603226,4.738457,4.2502823,2.9051166,4.0065184,MCR
-1.3680782,4.3389688,-0.6979326,5.0818734,1.5222359,6.385561,3.9618156,5.769601,5.69762,5.8784614,4.9953346,5.0768,4.6723385,2.4541605,4.124757,BR
-1.5845819,9.172328,2.6377828,3.2093635,0.3201075,2.2517,5.714786,5.8840795,5.2800293,6.3493147,4.733463,5.5121117,2.9043717,2.8702703,3.9863098,BR
-0.29730362,3.463654,0.6348969,5.7307677,1.5260079,5.712327,4.415723,5.8177547,5.371306,6.0458837,4.890707,5.149415,4.335438,2.59416,4.075306,SYM
-1.7877035,7.4109645,-0.41673657,2.9752522,0.77617663,4.391843,3.7298508,6.0654216,5.582816,6.095674,4.856085,5.6424203,3.8589003,2.6754057,4.08009,MCR
-1.5389787,4.028884,-0.8209966,5.3974433,1.682115,6.702438,4.308048,5.8131595,5.6244316,5.9879546,5.026763,4.983762,4.594406,2.4197826,4.137437,MCR
-1.4203161,8.888847,2.5274782,3.5597649,0.38112062,2.7526984,5.671697,5.870235,5.3734765,6.558608,4.8106036,5.6090918,2.9304125,2.8561168,4.065862,BR
-1.3110578,3.8669324,-0.5425578,5.439496,1.6755049,6.5194783,4.246438,5.8070874,5.591267,5.9152365,5.0078864,4.8965225,4.66606,2.3600802,4.149741,SYM
12.249516,6.4317365,1.2103742,6.980014,-0.00818936,4.6940503,4.56485,5.1988707,4.362728,5.900612,3.5944164,4.40044,4.7078776,2.8351994,3.7197013,BR
-0.63293445,7.017622,7.2089477,7.7409296,1.658611,6.375092,3.258144,5.7620564,3.2405577,6.6497617,5.56296,4.73387,5.325705,2.8087685,4.0644774,MCR
0.25481808,1.6463679,1.4025929,7.5166726,1.9381437,5.542872,5.692214,6.2080617,4.7538276,6.4218063,4.6258655,5.234819,3.6701193,2.8421087,4.1217504,BR
7.806208,2.0567153,4.5835896,4.5375285,0.64414674,4.327516,4.865202,5.1657863,4.7032156,5.9266143,4.3221703,4.6866493,4.12961,2.9570134,3.562013,BR
-0.6338625,7.1990714,7.734692,7.9275713,1.5403737,6.67544,3.0124652,5.719704,3.242118,6.6289563,5.5329237,4.797858,5.5192995,2.8285587,4.0520515,MCR
0.20190229,1.4354883,1.0487403,8.728467,2.427672,5.938908,6.938818,6.7726917,4.3321466,6.622181,4.508365,5.379949,3.6688926,2.747676,4.7330103,BR
-1.7484218,6.401487,-0.8698031,3.5541222,0.899826,5.226891,3.3493664,6.0278587,5.6648455,6.0123806,4.9329596,5.605748,4.205023,2.594065,4.0613728,MCR
-1.470674,5.21072,-1.1119266,4.146412,0.9911296,6.0838327,3.1168745,5.9913864,5.6971855,5.9445047,4.9195457,5.63609,4.547403,2.6202853,4.044177,SYM
-1.5547355,5.587555,-1.1956791,3.9418294,0.9607719,5.91644,3.11064,5.982612,5.6901875,5.9377637,4.902155,5.645454,4.4578624,2.6435215,4.0448318,MCR
4.467865,0.8447321,4.387446,5.384023,0.88976324,4.2158027,4.759694,5.316749,5.0410414,6.3903937,4.610734,5.052686,3.4641676,2.5862706,4.2451577,SYM
-1.4401345,8.673815,1.1404825,3.1497726,0.44374815,3.1360042,5.21922,5.905168,5.380073,6.3469043,4.680655,5.7373347,2.9909563,2.8450434,4.10401,BR
8.138787,2.194277,4.7830834,4.1469073,0.6785599,4.862392,4.9483447,4.8510985,4.6715913,5.717908,4.4403825,4.13157,4.2434607,2.888151,3.7224064,SYM
-1.7008055,9.080168,1.5478665,3.0885851,0.39900076,2.5166252,5.4504957,5.830841,5.270126,6.2239537,4.759302,5.5142775,3.0087438,2.8762465,3.9502351,MCR
2.278638,-0.4957515,3.4739504,7.756005,1.5960377,4.0466046,5.5203686,5.8987603,4.5999527,6.416256,4.6038694,4.978625,3.4868577,2.8298607,3.749451,MCR
-1.5177085,5.358925,-1.401776,4.1547604,1.0967941,6.2900524,3.1268055,5.8762193,5.719301,5.839182,4.8728814,5.533643,4.5789614,2.6740181,4.057276,SYM
9.637954,3.7443235,3.620044,5.154782,0.94187725,4.656662,4.7420974,4.8877244,4.3252788,5.537183,3.9632564,4.581035,4.2098393,2.7753844,2.8950925,SYM
-1.9977188,7.314606,-0.21696562,3.276893,0.98109823,4.5320907,3.9422708,5.8736825,5.780907,6.21623,4.6625037,5.700668,3.916707,2.705909,4.086184,MCR
-1.3513371,3.5100827,-0.50458455,5.8267107,1.8689388,6.757489,4.570864,5.842817,5.493571,5.913419,5.055679,4.7281866,4.669465,2.2414584,4.219712,MCR
-1.7071247,8.975303,1.176501,2.9568179,0.30368438,2.783767,5.420822,5.943739,5.383751,6.287551,4.6149735,5.7100687,2.9393635,2.846247,3.9950218,MCR
0.8662076,1.018301,1.9161948,7.782156,1.8735366,5.1599574,5.732139,6.1377654,4.6480975,6.4178667,4.5410523,5.153203,3.6184347,2.8428767,3.9910336,SYM
2.5375173,-1.1093534,4.115493,8.560827,1.8051686,3.6596704,5.770243,6.365152,4.372635,6.659281,4.7474823,4.9726305,3.330592,2.8051865,3.6559303,MCR
8.991182,5.7008805,1.3759612,-0.32027984,8.361174,0.33307776,4.411958,3.6468456,4.4984612,6.2642474,3.4573991,5.22607,2.8771763,3.0153499,0.8255778,MCR
-1.5560608,8.823812,1.2272576,3.0773425,0.37305722,2.9616663,5.331852,5.9148674,5.3912582,6.344495,4.6426024,5.7319574,2.9627948,2.849261,4.055487,BR
-1.4910164,9.415928,4.4282303,3.889205,0.41988036,2.7991657,5.391817,5.888629,5.103778,6.3335443,5.0382223,5.197757,3.3101518,3.0847,3.851369,BR
0.28835943,1.6738528,1.4785986,7.654175,1.9428169,5.5400605,5.855605,6.286644,4.6722198,6.424942,4.625195,5.2432065,3.620332,2.846183,4.1737885,BR
-0.5371761,3.6498957,0.30967805,5.5728645,1.4619226,5.8265724,4.287817,5.853528,5.416285,6.079917,4.865781,5.221565,4.349877,2.6280973,4.048969,SYM
-1.3866948,3.3810391,-0.5182853,5.9909525,1.9619094,6.895343,4.7177715,5.8666697,5.450712,5.902894,5.069996,4.6557555,4.681539,2.1853628,4.2676973,MCR
-1.600191,9.121132,2.777181,3.39708,0.39903393,2.3706474,5.610959,5.8448935,5.175964,6.287019,4.8054514,5.373718,3.0634227,2.9903243,3.879892,BR
4.5459137,0.8505087,4.408703,5.3795037,0.90197855,4.2362976,4.7948165,5.334129,5.009934,6.3544564,4.6178284,5.0170217,3.4998252,2.617585,4.2030144,SYM
12.039506,6.96634,1.2786106,7.0300474,0.106450394,4.591098,4.427587,5.4083924,4.088381,6.221515,3.9556277,4.163641,4.5100536,2.8236182,3.6535761,BR
0.4351843,3.4910812,1.8777417,5.9079337,1.338146,5.0401793,4.827226,5.8408546,5.0142283,6.1469107,4.8747525,5.2090087,3.9884067,2.720957,3.941581,BR
-1.8059008,8.978581,1.0797989,2.8832867,0.25912136,2.7927992,5.4157763,5.9908605,5.4011884,6.2509823,4.562963,5.7493777,2.95994,2.8259482,3.9473026,OS
-1.4655284,9.436583,4.43026,3.891186,0.41746888,2.7962182,5.4130516,5.889437,5.098154,6.3623204,5.0471754,5.228007,3.2780418,3.063266,3.874858,BR
3.612806,-1.1518154,5.2522345,7.4187675,1.1300056,3.2229142,4.9518104,5.5355067,4.5175633,6.2256327,4.6851363,4.335596,3.4595103,3.1231673,3.6213648,MCR
0.2862196,1.5660169,1.3582461,7.296231,1.9056207,5.4721313,5.413465,6.057878,4.8865495,6.403124,4.621892,5.202994,3.7507136,2.8333588,4.006645,OS
-1.4279162,8.923148,2.674633,3.5913734,0.41189587,2.7167416,5.66431,5.845001,5.326843,6.536403,4.837085,5.5494766,2.9683888,2.8983161,4.0217867,BR
12.318156,6.50305,1.148407,7.0733294,-0.041985564,4.8031626,4.5108066,5.1135955,4.3267374,5.8097653,3.545835,4.445269,4.707939,2.788942,3.6198268,BR
12.32397,7.343528,1.0764664,7.359897,0.10793092,4.9009433,4.3619223,5.0166674,4.069852,5.866512,3.656833,4.444796,4.565232,2.7936263,3.3940492,SYM
-1.4613708,8.677169,1.1321081,3.1315918,0.44103047,3.1199758,5.190078,5.926712,5.3907323,6.3287683,4.692724,5.7205496,3.0199766,2.8302345,4.082639,BR
11.828446,7.0403104,1.3554994,6.826705,0.12502849,4.3735914,4.384842,5.6851587,4.0777173,6.432929,4.1597304,3.8887012,4.466865,2.8976026,3.8977509,BR
6.5497174,1.5134587,4.538356,4.546417,0.68907994,4.5772843,4.9707556,5.0747604,4.784393,5.9910436,4.406626,4.687755,3.840736,2.794793,3.7842739,MCR
8.991497,5.700319,1.3765863,-0.3202443,8.361596,0.33340493,4.4111032,3.6465828,4.4993067,6.264377,3.4565344,5.225262,2.8777692,3.0145245,0.8261674,MCR
-1.3451399,9.243238,3.34216,3.6238449,0.38578826,2.617361,5.71265,5.85768,5.250244,6.5943227,4.9278107,5.529244,2.9292896,2.8929634,4.026531,OS
0.26119798,2.0399911,1.5646341,7.385377,1.8496653,5.491887,5.7282715,6.2528005,4.7002163,6.3950205,4.6619205,5.246577,3.6180708,2.851357,4.148429,BR
1.1851223,0.71382254,2.1384861,8.041096,1.9691063,5.0940714,5.9712787,6.236812,4.498229,6.4847655,4.4817643,5.167868,3.5283117,2.8252888,4.0767183,SYM
0.59461963,1.2860245,1.7129066,7.709404,1.8807974,5.3018336,5.7321033,6.1679,4.692233,6.406244,4.587242,5.1844826,3.6395571,2.8450263,4.025787,SYM
0.18054126,2.198836,1.5437177,7.2655396,1.7804813,5.4703217,5.711804,6.2700896,4.7160325,6.3716116,4.6929054,5.262721,3.5739605,2.8648643,4.1575804,BR
-1.5025914,9.395624,4.382801,3.8575344,0.43534806,2.7598226,5.43102,5.862625,5.1361547,6.329149,5.007606,5.2018027,3.289106,3.0834184,3.8461883,BR
12.2712145,7.162108,1.0950961,7.302289,0.11868109,4.859504,4.4109993,5.080652,4.045358,5.9240546,3.6907415,4.4061866,4.5220547,2.765728,3.4080307,SYM
-1.5533314,9.084592,2.7979567,3.460001,0.40726078,2.4529994,5.630882,5.84022,5.2065673,6.352426,4.819047,5.4096913,3.042214,2.9737673,3.9097657,BR
-0.6270754,7.2753277,7.9052143,8.087636,1.4510145,6.765997,2.8394692,5.682516,3.237899,6.5916615,5.456015,4.893703,5.669543,2.8710845,4.0515447,MCR
-1.2744155,9.362105,3.6528018,3.6854749,0.37102175,2.6738524,5.7100983,5.874454,5.230262,6.663947,4.9891415,5.551961,2.9074955,2.8743558,4.0563984,SYM
11.525464,5.964485,1.8758578,6.509773,0.3238335,4.234454,4.6212697,5.416952,4.3239865,6.5328355,4.205825,4.272983,4.475747,3.077227,3.8356004,BR
2.1197145,-0.41300732,3.276565,7.9919124,1.7509022,4.1984444,5.8351803,6.0753675,4.5293126,6.4953856,4.617821,5.0858045,3.397844,2.7659588,3.742235,BR
1.4245801,0.7081232,2.3413143,7.835327,1.8603463,4.9793196,5.8352127,6.1399493,4.5417943,6.4498444,4.4720197,5.118113,3.51441,2.8223662,4.0323896,SYM
0.0020902385,3.2551167,1.03131,5.8905153,1.5180612,5.4913163,4.5468163,5.8198204,5.2739277,6.0891895,4.859904,5.171978,4.2179427,2.6450803,4.0340557,BR
4.247937,0.89568305,4.2705617,5.192975,0.72074354,4.0938745,4.52267,5.1207404,5.2777143,6.6486325,4.521708,5.3135834,3.1991298,2.3386686,4.5412707,MCR
-1.3803666,3.812233,-0.6056796,5.4820676,1.7131252,6.595272,4.3072186,5.7989,5.5866065,5.934074,5.041067,4.8462996,4.6515417,2.323872,4.13192,SYM
-1.5849712,6.196594,-0.8985182,3.5454361,0.9077391,5.337682,3.271294,5.9886136,5.6703753,5.9882665,4.9012065,5.603776,4.311358,2.6296134,4.0645685,SYM
-1.6400355,8.909444,1.171173,2.998749,0.33604452,2.8683395,5.376449,5.9209685,5.390684,6.3153267,4.6154337,5.7321715,2.9390705,2.8497484,4.033567,MCR
-1.337465,4.052674,-0.5822953,5.263785,1.608246,6.491882,4.1155815,5.755765,5.665273,5.887238,5.013244,4.962039,4.68398,2.4082298,4.129528,SYM
-1.5427157,5.6413703,-1.0970458,3.9045346,0.95912033,5.807095,3.1615474,5.9853373,5.6815367,5.951975,4.9065795,5.629025,4.4355407,2.6354756,4.0487976,MCR
2.0906284,-0.4963349,3.2867074,8.12739,1.7774495,4.171059,5.8826966,6.132741,4.495114,6.5137815,4.617227,5.082314,3.3882473,2.7654216,3.7387066,BR
12.267302,6.4384227,1.195875,6.9969773,-0.019225989,4.710968,4.561315,5.1831217,4.362712,5.8835764,3.5807652,4.4177966,4.72123,2.8252263,3.7037148,MCR
2.4623642,-0.81392294,3.8937957,7.795673,1.498514,3.773816,5.3848195,5.8291187,4.58009,6.343496,4.652298,4.795406,3.4737084,2.9358318,3.712879,SYM
-1.4335669,5.280427,-0.91784906,4.213591,1.1265899,5.9044175,3.3908389,5.9204516,5.674464,5.9458523,4.920065,5.464133,4.484887,2.5958676,4.0682206,MCR
-1.7305007,7.3920827,-0.42309293,2.97011,0.7328574,4.3654885,3.7225916,6.1046424,5.5379486,6.067809,4.9048343,5.6201677,3.8285034,2.6610768,4.0711613,MCR
2.8615375,-1.1007084,4.499182,7.908963,1.4854183,3.513639,5.3391366,5.879871,4.529574,6.383789,4.6862803,4.6990013,3.4230764,2.952644,3.6594512,BR
3.591968,-1.2478646,5.155431,7.3988495,1.1587883,3.2354224,4.929244,5.5380406,4.484733,6.134297,4.8245344,4.386543,3.3291984,3.0931573,3.6744733,MCR
-1.498418,5.4274077,-1.2547462,4.0718927,1.0394517,6.089377,3.135803,5.924304,5.692616,5.8919935,4.8828154,5.5759125,4.514311,2.6643815,4.0492516,MCR
-1.332796,9.50679,4.393893,3.9253387,0.44497526,2.7698743,5.527932,5.8548017,5.1061244,6.517979,5.0609994,5.3840084,3.119988,2.9652133,3.9875894,MCR
-1.2759404,9.359587,3.6475427,3.6845996,0.3714276,2.6729372,5.7099614,5.874056,5.2307153,6.6623244,4.9879565,5.55111,2.9083686,2.8749762,4.055583,SYM
-1.6661845,4.649981,-1.0921919,4.95583,1.5137985,6.575419,3.9552376,5.8080816,5.7397375,5.952194,5.0036545,5.1623793,4.6121726,2.4640274,4.1297817,BR
12.508669,6.263352,1.1806734,7.2342806,-0.24169415,4.8879232,4.567382,5.114241,4.4150605,5.7019243,3.6003163,4.576612,4.833937,2.590368,3.5567372,MCR
4.17579,-0.14891729,4.878324,6.3844767,0.8969314,3.699579,4.779933,5.2699275,4.8096514,6.126438,4.7805033,4.55938,3.3588107,2.9472733,4.034375,MCR
-1.8758272,6.5297675,-0.6395392,3.7498617,0.9962001,5.0844316,3.698854,6.0018263,5.7111173,6.085162,4.9330726,5.551156,4.0784297,2.5345266,4.0673237,MCR
4.2186646,0.92161375,4.2474036,5.1670628,0.72572476,4.109281,4.5162644,5.112078,5.275467,6.6444435,4.517152,5.3122916,3.1986992,2.3356574,4.5403795,MCR
0.6572338,0.932005,1.6536613,8.30096,2.1552882,5.4794497,6.05945,6.338545,4.5154066,6.513106,4.504919,5.2416735,3.6764715,2.8128545,4.1632795,BR
3.7629342,-1.0664643,5.1845407,7.183544,1.0937697,3.2978873,4.882902,5.47184,4.5408697,6.1349483,4.7981257,4.390853,3.3585515,3.0754719,3.724248,MCR
-1.5059122,9.462497,4.577544,3.8070328,0.27847162,2.9518743,5.2463026,6.036648,5.0471945,6.3138776,5.134852,5.136228,3.3701088,3.0605376,3.8631566,BR
-1.4092019,5.3104095,-0.85915875,4.2008657,1.1347026,5.841714,3.433819,5.917633,5.669877,5.953272,4.9221783,5.448844,4.4690948,2.5895693,4.073736,MCR
11.668679,6.3536506,1.7033973,6.6837683,0.24799758,4.3079166,4.526547,5.529317,4.2056785,6.552129,4.199799,4.1351857,4.47038,2.985389,3.7698689,BR
-1.157482,4.686302,-0.70802367,4.5212617,1.1089962,6.020887,3.36763,5.9602947,5.5667114,5.9852834,4.880731,5.498839,4.5007854,2.6580896,4.0264277,BR
-1.4802402,9.46313,4.5459714,3.8578777,0.3404538,2.8969707,5.313057,5.973466,5.056902,6.341226,5.1115522,5.179693,3.3307178,3.0574079,3.8723905,BR
-1.4112384,8.876225,2.5772672,3.594493,0.40862647,2.7746136,5.6558022,5.845745,5.34882,6.5607824,4.8355284,5.5805254,2.9575405,2.8835428,4.0405884,BR
-1.5699632,3.9900396,-0.8436335,5.4577928,1.7102153,6.77583,4.366038,5.8196416,5.6185656,5.9947677,5.024286,4.9818487,4.594299,2.428599,4.1570506,MCR
3.6111794,-1.2449383,5.1619954,7.3946714,1.1578209,3.244665,4.924295,5.5318265,4.485191,6.1384416,4.814779,4.3965297,3.3371985,3.0853055,3.6770682,MCR
1.2575339,0.63222325,2.2134778,8.050565,1.9486787,5.027694,5.948532,6.218912,4.5035996,6.4780025,4.471963,5.148113,3.5121825,2.8240113,4.05455,SYM
0.86154336,0.61746335,1.8218137,8.695505,2.2200763,5.3806167,6.7192664,6.5588984,4.310981,6.564146,4.512578,5.2691817,3.451712,2.8176577,4.3374095,MCR
1.1915917,0.7453526,2.1509936,7.9792376,1.9434371,5.081134,5.920463,6.2115374,4.5191197,6.472304,4.487437,5.1597753,3.5370727,2.8276017,4.056061,SYM
2.5331948,-1.1060545,4.1097493,8.560916,1.8071215,3.6634614,5.7736917,6.365447,4.371928,6.6593037,4.7466435,4.974928,3.3297603,2.8040018,3.6566544,MCR
12.377345,6.6465645,1.0578005,7.158542,-0.03424941,4.921083,4.4402633,5.000776,4.2822795,5.7042785,3.4671946,4.5043797,4.694313,2.7722104,3.5128853,SYM
-1.7850432,7.0006924,-0.5814758,3.3200426,0.79214054,4.6585183,3.6384203,6.133594,5.5717745,6.040649,4.9751096,5.597886,3.9219806,2.5677674,4.049256,SYM
5.0211267,1.1370747,4.3569603,5.1568837,0.8187587,4.3882656,4.8424554,5.2412343,4.9450073,6.248492,4.532548,4.951117,3.6191025,2.6544561,4.04645,SYM
-1.6112701,9.135512,2.5457647,3.2570267,0.39801243,2.300145,5.616315,5.83919,5.220596,6.297731,4.7953963,5.432996,3.0004559,2.9371674,3.9183054,BR
-1.5638138,3.7432582,-0.7650667,5.677076,1.8277422,6.9392047,4.4783306,5.8132052,5.603298,5.9008656,5.0363593,4.798149,4.735391,2.3049574,4.2433496,MCR
0.45940745,3.482517,1.9095556,5.919425,1.3342078,5.0284486,4.8390417,5.841472,5.002282,6.149315,4.8740005,5.209399,3.9803896,2.7224092,3.9392743,BR
2.0870354,-0.3346606,3.2157006,7.959815,1.753477,4.249977,5.8447933,6.0675015,4.5398235,6.4889474,4.609126,5.095624,3.4043326,2.7651434,3.7564793,BR
-0.5932809,7.009174,7.223725,7.7268267,1.6876044,6.3915524,3.251723,5.810031,3.2770956,6.692511,5.60291,4.686128,5.3156214,2.8120768,4.1123548,MCR
2.5397813,-1.1027219,4.1158023,8.547751,1.7985768,3.6620862,5.7615776,6.3531427,4.377085,6.652504,4.7444906,4.969004,3.3333194,2.8072057,3.6570318,MCR
-1.1913153,4.08679,-0.46489006,5.2557187,1.5427759,6.33364,4.0606847,5.7995,5.622354,5.9019814,4.966952,5.0675783,4.643033,2.473576,4.139682,BR
0.8291983,0.9384563,1.8904268,7.8559155,1.8715463,5.129767,5.709424,6.1155615,4.677028,6.4163413,4.5444355,5.1453757,3.668693,2.8437,3.9514506,SYM
8.202264,2.0261874,4.8993483,4.105212,0.61054045,4.6756363,4.9535728,5.0110836,4.696279,5.7147636,4.42489,4.3319845,4.398274,2.969978,3.7567317,BR
-1.9387175,7.0415707,-0.54061586,3.253518,0.9411657,4.7804184,3.653946,5.933088,5.7534704,6.1467495,4.733372,5.69335,4.0261307,2.6823997,4.0833054,BR
7.8920584,2.0149367,4.6614733,4.445389,0.6229751,4.376955,4.8583493,5.1543326,4.691242,5.8649125,4.3023915,4.65333,4.2240715,2.9779365,3.587843,BR
2.4561775,-1.0479496,4.006112,8.570759,1.8409582,3.7317157,5.842155,6.3787456,4.3576365,6.6607275,4.7322154,5.0146556,3.3140097,2.783336,3.6693387,MCR
-1.4098946,3.3772807,-0.541754,6.0046096,1.9754555,6.935932,4.732903,5.8679423,5.4528947,5.898633,5.0721626,4.64567,4.691689,2.176914,4.2784314,MCR
-1.5553684,8.836358,1.1458123,3.0196855,0.3892449,2.9813764,5.308461,5.8813133,5.3680553,6.2969995,4.6175656,5.74059,2.9243739,2.8479626,4.0867696,BR
